Material_ID,Unit_Price,Stock_Levels,Lead_Time,Reorder_Point,Safety_Stock,Arrival Date,Ordering_Costs,Holding_Costs,Seasonality,Historical_Sales_Data,Supplier_ID
M249,220.14,909,6,108,49,10/19/2023,183,412,Medium,7991,SUPPLIER_21
,,536,9,50,39,9/3/2023,180,340,Medium,1995,SUPPLIER_52
M476,274.03,899,14,120,53,10/21/2023,151,484,Low,3548,SUPPLIER_83
M383,233.88,178,15,180,29,10/23/2023,67,267,High,6974,SUPPLIER_15
M441,347.35,853,5,59,65,10/31/2023,21,69,Low,4104,SUPPLIER_56
M017,324.61,96,6,15,77,10/15/2023,78,230,Low,4975,SUPPLIER_17
,,919,7,103,42,,192,137,Medium,1555,SUPPLIER_76
M045,323.28,168,12,152,76,9/30/2023,188,115,Low,8522,SUPPLIER_2
M434,194.14,250,14,80,79,9/26/2023,51,151,High,1399,SUPPLIER_37
M020,358.41,499,12,130,13,10/9/2023,188,158,High,2126,SUPPLIER_37
M066,416.27,971,11,35,75,9/26/2023,171,359,Medium,4667,SUPPLIER_80
,178o,825,12,148,51,,20,106,Low,7166,
M339,164.04,830,3,38,46,10/1/2023,21,255,High,6997,SUPPLIER_77
M128,475.22,37,3,170,26,9/18/2023,144,441,Low,6863,SUPPLIER_7
,441.88,683,14,94,26,2023-r,197,315,Medium,4301,
M358,100.65,524,4,195,92,10/29/2023,74,477,Medium,6510,SUPPLIER_22
M455,128.71,442,10,177,80,9/2/2023,139,407,High,6979,SUPPLIER_34
M448,303.06,140,14,154,23,10/19/2023,196,395,High,2379,SUPPLIER_57
M167,277.08,776,5,37,5,9/24/2023,188,273,High,8989,SUPPLIER_58
M029,332.93,950,10,130,16,10/20/2023,58,57,Medium,2941,SUPPLIER_47
M491,142.4,377,11,132,45,10/1/2023,22,316,High,2557,SUPPLIER_66
M167,90.7,394,6,138,53,9/6/2023,193,293,Medium,3463,SUPPLIER_14
M442,219.33,635,12,109,29,9/21/2023,79,466,Medium,7389,SUPPLIER_62
,381.23,258,10,185,62,,37,55,Low,5973,SUPPLIER_25
M405,152.45,458,7,31,30,10/7/2023,78,191,Low,7544,SUPPLIER_58
M1g,,567,14,180,46,2023-y,41,81,Low,6668,SUPPLIER_82
M486,209.83,525,9,138,96,9/26/2023,39,297,Medium,2116,SUPPLIER_56
M178,300.35,406,11,134,31,10/31/2023,152,123,Low,4389,SUPPLIER_56
M500,141.58,119,5,69,21,9/4/2023,145,241,High,7686,SUPPLIER_80
M128,266.69,785,13,197,11,10/5/2023,82,331,High,2623,SUPPLIER_69
,419.14,256,3,107,95,,59,79,Low,9653,
M067,371.55,71,13,142,61,10/16/2023,83,123,Medium,5260,SUPPLIER_25
M420,393.06,392,5,112,82,9/10/2023,49,145,Low,5521,SUPPLIER_59
M096,408,811,6,30,17,9/5/2023,125,414,Low,7782,SUPPLIER_7
M1o,310.81,221,12,28,19,10/10/2023,29,132,High,9889,
M153,436v,164,4,112,47,,24,205,Low,9412,SUPPLIER_1
M244,136.19,22,9,52,79,10/21/2023,23,226,High,7805,SUPPLIER_67
M171,,180,12,160,51,9/28/2023,173,308,High,2882,SUPPLIER_53
,36n,992,13,133,99,,109,334,Medium,9884,SUPPLIER_70
M268,233.1,38,9,41,63,10/2/2023,175,268,Medium,5111,SUPPLIER_12
M266,226.98,483,9,170,62,10/11/2023,28,241,Medium,6397,SUPPLIER_24
,70o,599,7,127,71,,129,184,Medium,6368,
M026,211.99,601,12,110,78,10/31/2023,101,204,Low,8655,SUPPLIER_78
M472,67.45,601,3,164,79,10/3/2023,136,313,High,6145,SUPPLIER_28
M070,115.62,275,3,130,76,10/10/2023,89,378,Low,1520,SUPPLIER_26
,80k,658,12,53,88,2023-l,104,450,Low,2906,SUPPLIER_76
M212,373.73,202,8,193,60,9/19/2023,179,277,Medium,8870,SUPPLIER_50
,,147,13,107,19,2023-v,43,85,Medium,8281,SUPPLIER_19
,112q,747,6,123,21,10/31/2023,99,273,Medium,9762,
M020,357.03,726,15,156,97,9/7/2023,188,229,Low,7118,SUPPLIER_6
M371,321.48,269,13,88,81,9/17/2023,78,399,High,5490,SUPPLIER_26
,,192,9,175,80,,173,195,High,9942,SUPPLIER_29
M421,209f,614,6,55,27,2023-e,21,277,Medium,1445,
M083,484.55,537,7,74,79,10/8/2023,73,257,Low,9912,SUPPLIER_44
M410,234.83,945,10,181,9,10/28/2023,100,78,High,1290,SUPPLIER_3
M481,481.42,318,9,71,13,9/7/2023,167,484,Medium,7898,SUPPLIER_61
M168,361.46,93,3,99,30,2023-u,97,496,Low,1265,SUPPLIER_17
M246,131.04,62,11,136,49,10/27/2023,24,239,Medium,5794,SUPPLIER_72
M454,327.17,222,7,12,88,9/7/2023,111,176,Medium,9512,SUPPLIER_22
M426,354.18,210,15,112,5,10/12/2023,173,205,Medium,1962,SUPPLIER_26
M288,396.88,549,15,40,58,10/30/2023,132,214,Low,4673,SUPPLIER_37
M155,314.69,201,13,186,80,10/18/2023,82,380,High,7702,SUPPLIER_83
M147,85.8,883,3,139,75,9/21/2023,151,88,Medium,1591,SUPPLIER_83
M250,433.8,817,10,119,64,10/20/2023,46,393,Medium,7782,SUPPLIER_38
,,855,12,132,15,,158,147,Low,3764,
M311,367.74,36,6,119,91,9/5/2023,163,233,Low,8070,SUPPLIER_51
M317,200.71,258,10,46,42,10/26/2023,140,292,Low,6574,SUPPLIER_25
M135,496.77,816,3,199,80,10/7/2023,153,363,High,6047,SUPPLIER_49
,116.22,48,7,44,82,,172,218,High,6635,
M016,351.65,674,9,103,98,9/15/2023,33,345,Medium,2550,SUPPLIER_59
M286,474.66,260,5,152,46,9/20/2023,148,398,Medium,4899,SUPPLIER_58
M077,258.86,960,12,12,43,9/12/2023,167,249,Low,2690,SUPPLIER_50
M228,190.16,48,9,163,96,9/23/2023,21,499,Low,6886,SUPPLIER_15
M381,223.17,302,6,163,57,2023-c,53,121,Medium,6560,
M0a,,880,12,124,90,2023-u,71,245,Low,8857,
M375,293.22,947,8,83,81,10/15/2023,141,241,High,9088,SUPPLIER_61
M470,498.97,75,6,101,48,9/26/2023,39,195,Medium,5774,SUPPLIER_8
M154,421.49,172,5,43,43,9/23/2023,141,441,Medium,9618,SUPPLIER_33
M283,151.38,42,9,97,13,9/5/2023,175,448,High,3499,SUPPLIER_28
,111.72,388,3,158,8,,192,149,Low,9276,
M022,280.76,58,5,163,47,9/29/2023,169,289,Low,2221,SUPPLIER_49
M334,443.06,944,11,75,59,10/1/2023,96,385,Medium,7315,SUPPLIER_82
M011,342.01,208,13,185,52,10/7/2023,164,367,Medium,4075,SUPPLIER_82
M264,285.56,731,8,46,91,10/5/2023,77,379,Medium,8410,SUPPLIER_80
M267,363.17,978,3,25,27,9/24/2023,63,116,Medium,9108,SUPPLIER_64
M058,228.18,300,15,61,97,10/2/2023,181,233,High,7691,SUPPLIER_39
M488,419.29,88,3,141,74,9/28/2023,123,302,Low,9692,SUPPLIER_37
,,249,5,178,30,2023-c,25,94,Medium,4351,SUPPLIER_66
M327,,441,8,181,31,2023-m,58,314,Medium,9388,SUPPLIER_31
M191,454.91,749,3,129,71,10/22/2023,22,311,Low,7436,SUPPLIER_77
M058,294.74,825,9,31,42,9/23/2023,105,64,High,9289,SUPPLIER_6
M365,196.46,420,4,84,49,10/9/2023,182,56,Medium,9341,SUPPLIER_77
M1k,,871,7,30,66,,149,188,Low,2807,
M019,79.34,110,9,188,80,10/4/2023,153,144,High,9009,SUPPLIER_69
M375,424.97,108,15,126,96,9/16/2023,45,433,Low,1589,SUPPLIER_2
M167,367.12,449,8,175,53,10/15/2023,84,85,High,1289,SUPPLIER_3
M263,475.08,511,3,61,5,9/3/2023,69,283,Medium,4599,SUPPLIER_16
,195.08,37,6,49,97,,85,398,Low,6807,
M115,497.44,132,6,58,98,9/14/2023,58,261,Medium,8562,SUPPLIER_48
M482,260.15,892,11,124,97,9/26/2023,163,240,High,7959,SUPPLIER_81
,221f,32,12,68,56,2023-s,50,496,Medium,1889,SUPPLIER_19
M066,215.31,340,14,17,51,10/25/2023,123,260,Low,5606,SUPPLIER_38
M015,199.65,902,11,108,12,9/8/2023,73,62,Medium,5129,SUPPLIER_74
,415.2,307,12,19,81,,179,408,High,7217,
M271,384.15,787,8,46,39,9/22/2023,157,405,Low,3698,SUPPLIER_83
M456,339.66,819,5,49,67,10/1/2023,140,115,Low,1221,SUPPLIER_62
M372,483.83,25,14,113,10,10/10/2023,117,474,High,9796,SUPPLIER_60
,,675,7,180,84,,128,435,Medium,9056,
,379y,590,6,149,91,10/28/2023,150,281,High,6157,
M407,101.51,379,13,119,21,9/3/2023,53,83,Medium,9616,SUPPLIER_81
M156,223.17,820,15,74,51,10/31/2023,111,74,High,9568,SUPPLIER_83
M4t,,592,9,163,74,,115,281,Low,7713,SUPPLIER_57
M456,304.51,330,15,82,83,9/28/2023,193,469,High,8741,SUPPLIER_22
M046,307.32,844,14,191,15,10/19/2023,80,175,Medium,8470,SUPPLIER_10
M315,296.04,422,3,13,40,10/29/2023,183,113,Low,3261,SUPPLIER_83
M420,434.02,481,8,87,81,9/22/2023,81,386,Low,3054,SUPPLIER_6
M317,130.07,649,12,37,8,10/22/2023,35,236,High,1564,SUPPLIER_17
M267,449.97,172,4,192,50,9/20/2023,166,495,Medium,7962,SUPPLIER_29
M232,214.2,587,11,86,73,9/19/2023,34,148,High,5526,SUPPLIER_35
M303,57.98,860,10,119,90,9/23/2023,73,183,Low,9892,SUPPLIER_42
M431,190.89,557,10,18,38,10/6/2023,135,57,High,4093,SUPPLIER_41
M290,145.17,98,6,155,90,9/2/2023,137,151,Medium,4075,SUPPLIER_73
M273,175.6,953,6,30,79,9/15/2023,183,55,High,9446,SUPPLIER_70
M206,459.16,607,4,47,72,10/15/2023,115,260,High,1906,SUPPLIER_2
M086,487.31,955,9,71,44,9/21/2023,86,267,Medium,9276,SUPPLIER_5
M098,,459,11,164,27,2023-p,54,475,High,7481,SUPPLIER_61
M091,87.09,760,12,163,9,10/26/2023,179,240,Medium,8994,SUPPLIER_55
M319,450.06,275,3,166,34,10/27/2023,138,156,High,9623,SUPPLIER_11
M075,174.6,57,6,144,72,9/10/2023,125,341,Medium,3221,SUPPLIER_1
M016,286.28,174,15,23,85,10/13/2023,80,186,High,8167,SUPPLIER_35
M447,209.64,332,14,18,66,9/26/2023,153,417,Medium,6805,SUPPLIER_74
M005,,213,4,194,87,,103,254,Medium,8264,
M237,206.15,448,10,170,59,10/24/2023,154,198,Medium,1683,SUPPLIER_79
,,999,8,35,44,2023-f,200,244,Low,3699,
M233,381.57,577,10,161,35,9/2/2023,117,172,Low,6083,SUPPLIER_60
M471,455.53,376,11,24,23,10/22/2023,98,195,High,9519,SUPPLIER_26
M235,,167,4,31,63,2023-g,49,155,Medium,8088,SUPPLIER_19
M327,279.03,910,15,77,7,10/11/2023,63,250,Low,7435,SUPPLIER_80
M2l,274.61,26,5,147,10,,42,444,High,4002,
,,610,14,150,69,,149,390,High,8246,SUPPLIER_59
,,437,7,38,63,,23,62,High,4541,SUPPLIER_76
M372,131.76,813,5,15,63,10/21/2023,106,298,Medium,9952,SUPPLIER_16
,,20,8,183,35,,89,87,Medium,1657,
,66f,178,7,112,48,,61,81,Medium,9724,
M345,228.68,361,3,29,19,9/16/2023,91,280,Medium,7672,SUPPLIER_13
M032,249,687,14,32,84,10/29/2023,100,71,Low,7743,SUPPLIER_19
M0q,,679,9,139,43,2023-t,159,53,Low,6618,
M035,438.22,473,3,174,43,10/20/2023,146,463,High,3470,SUPPLIER_69
M029,76.24,551,12,143,23,10/13/2023,69,379,Low,6069,SUPPLIER_31
M322,134.01,600,5,191,10,10/6/2023,180,465,Low,1699,SUPPLIER_13
M189,496.07,695,6,33,66,10/16/2023,82,317,Medium,1590,SUPPLIER_73
M1m,373q,181,13,197,47,9/7/2023,29,496,Medium,4142,SUPPLIER_50
M019,493.73,980,8,29,45,,192,193,High,8094,
M383,224.6,451,7,115,62,9/24/2023,58,259,High,6400,SUPPLIER_32
M293,406.71,457,3,30,90,10/13/2023,171,101,High,3714,SUPPLIER_12
M3v,,983,8,130,16,,157,425,High,4695,SUPPLIER_36
M129,152.36,307,11,79,91,9/18/2023,196,343,Low,7465,SUPPLIER_3
M399,,186,15,159,83,,185,317,Low,2132,SUPPLIER_37
M278,280.08,465,7,182,75,9/27/2023,192,479,Medium,1325,SUPPLIER_9
M032,168.35,657,14,188,30,10/9/2023,169,248,Low,4320,SUPPLIER_1
,18a,347,3,75,47,,96,81,Medium,6825,
M006,51.02,847,8,35,67,9/8/2023,138,201,High,7815,SUPPLIER_55
M395,494.52,220,9,75,43,10/6/2023,70,144,High,4487,SUPPLIER_64
M005,73.37,719,11,25,76,10/17/2023,138,331,High,2074,SUPPLIER_26
,,110,3,198,45,,144,292,High,3864,
M026,102.03,879,14,54,21,9/17/2023,149,93,Low,4174,SUPPLIER_28
M244,367.81,70,8,17,26,10/28/2023,122,152,Low,7954,SUPPLIER_5
,195y,123,13,73,69,,177,164,Low,2445,
M213,,684,14,37,27,,147,320,High,5516,SUPPLIER_1
M218,232.71,960,4,124,58,9/21/2023,86,76,Medium,8791,SUPPLIER_40
M154,183.22,215,3,182,49,9/17/2023,145,275,Low,2307,SUPPLIER_65
M245,234.59,53,11,39,28,9/14/2023,168,276,Medium,7370,SUPPLIER_37
M484,216.05,788,9,167,67,10/5/2023,109,397,High,2478,SUPPLIER_75
M442,201.71,910,4,109,34,9/10/2023,134,402,Low,6775,SUPPLIER_82
M420,211.36,366,3,186,73,10/30/2023,112,280,High,3190,SUPPLIER_78
M0p,145n,115,14,101,99,10/20/2023,92,217,Medium,6397,SUPPLIER_5
,,555,14,142,11,10/14/2023,90,175,Medium,6429,
M456,307k,371,6,135,17,,199,303,Medium,3948,SUPPLIER_83
M0h,338.89,793,6,32,24,9/25/2023,51,291,High,8476,SUPPLIER_25
M3u,,610,11,131,12,,188,433,Medium,6571,
M265,456.2,665,12,183,96,9/13/2023,115,114,Medium,1716,SUPPLIER_17
M151,286.68,26,14,195,81,9/17/2023,103,335,High,8317,SUPPLIER_49
M1g,115j,233,10,145,64,,134,401,High,2472,SUPPLIER_15
,119.64,509,6,23,54,,54,234,Low,4157,
M278,415.05,155,9,90,45,9/30/2023,45,303,Low,4728,SUPPLIER_25
M358,457.14,477,5,48,19,9/28/2023,167,475,Medium,4000,SUPPLIER_66
,,539,9,65,24,,143,58,Low,9078,
M224,79.72,147,4,146,99,9/23/2023,167,247,Low,6551,SUPPLIER_54
M249,193.89,783,11,56,38,10/15/2023,171,461,Medium,1744,SUPPLIER_69
M249,364.64,864,12,184,25,9/19/2023,36,362,High,8810,SUPPLIER_43
M120,201.09,954,3,116,81,10/10/2023,160,320,Medium,9387,SUPPLIER_45
M1c,408.82,467,4,154,30,,56,142,Medium,4948,
M373,90.43,568,12,187,46,9/6/2023,125,305,High,1162,SUPPLIER_46
,240.55,332,11,11,8,,112,116,Low,2000,
M050,322.91,860,10,100,24,9/10/2023,111,488,Medium,2800,SUPPLIER_77
M043,389.68,565,10,120,73,9/30/2023,164,57,Medium,4791,SUPPLIER_77
M259,237.2,963,12,108,50,,183,456,High,9958,
M375,120.62,26,6,40,63,9/14/2023,83,448,Low,4906,SUPPLIER_21
,,630,6,114,25,2023-o,149,323,Medium,4660,SUPPLIER_8
M401,57.16,336,3,148,26,9/30/2023,124,440,Medium,5579,SUPPLIER_70
M236,342.01,487,11,148,49,9/20/2023,148,219,Medium,6224,SUPPLIER_80
M263,368.19,416,4,74,63,9/30/2023,34,309,Medium,2524,SUPPLIER_79
,,509,10,163,71,9/9/2023,95,471,Low,6039,
M2s,232.08,501,6,10,17,9/5/2023,77,165,Low,3057,
M495,146.44,56,3,30,57,10/23/2023,90,315,Low,3410,SUPPLIER_30
M365,95.49,278,3,40,76,10/1/2023,165,206,Medium,5643,SUPPLIER_25
M360,395.44,244,5,122,52,10/27/2023,32,416,Medium,3105,SUPPLIER_34
M3w,366p,479,4,163,14,10/27/2023,87,353,High,9704,
M028,432.15,442,11,120,70,9/17/2023,27,75,Medium,8820,SUPPLIER_67
M158,246.15,558,4,34,76,10/15/2023,154,279,Medium,5067,SUPPLIER_7
M185,126.04,926,12,56,89,10/13/2023,120,235,Low,8056,SUPPLIER_71
M275,,608,6,116,54,9/5/2023,148,355,Medium,4244,
M140,133.49,428,9,91,80,10/6/2023,195,247,Medium,3971,SUPPLIER_26
M459,361.6,757,5,15,68,10/16/2023,199,472,Medium,8084,SUPPLIER_72
M068,196.45,54,14,126,21,9/9/2023,123,390,Low,9065,SUPPLIER_73
,,784,11,109,72,,114,361,Medium,1844,SUPPLIER_75
,424q,331,10,197,47,9/6/2023,161,165,Low,2066,
M297,63.14,620,13,54,84,10/6/2023,100,68,Low,8613,SUPPLIER_14
,,28,5,116,87,9/19/2023,80,422,Low,6005,
M269,366.39,513,13,173,30,10/31/2023,181,115,High,6497,SUPPLIER_26
M267,250.32,632,9,128,42,10/7/2023,188,362,Medium,7622,SUPPLIER_6
M487,377.63,385,11,22,26,10/27/2023,165,404,High,5886,SUPPLIER_12
,461s,133,12,156,63,2023-t,136,88,Medium,7028,SUPPLIER_75
M192,308.06,678,10,162,96,9/7/2023,118,477,Low,3782,SUPPLIER_76
M073,282.12,906,6,105,26,10/25/2023,100,209,Low,2884,SUPPLIER_78
M4m,,788,8,139,76,2023-j,74,481,High,8698,
M140,163.69,349,5,56,22,10/20/2023,122,245,High,3459,SUPPLIER_26
M167,52.91,606,10,68,89,9/17/2023,110,453,Low,6534,SUPPLIER_45
M317,437.89,519,13,193,34,10/31/2023,154,244,Low,6465,SUPPLIER_35
M473,85.92,486,11,180,74,9/17/2023,20,331,Medium,8336,SUPPLIER_63
M094,270.33,619,7,180,46,10/15/2023,196,88,High,2220,SUPPLIER_8
M377,270.31,457,7,96,12,9/19/2023,36,248,Low,4067,SUPPLIER_29
M132,53.76,603,7,181,33,9/5/2023,69,322,Low,5488,SUPPLIER_14
M287,355.07,447,6,179,31,9/16/2023,167,218,Medium,7254,SUPPLIER_66
,431r,904,5,177,13,9/20/2023,69,113,Low,7671,SUPPLIER_43
,378s,942,14,56,27,,195,335,Low,2563,
M134,311.64,864,12,64,29,10/30/2023,130,156,Low,6401,SUPPLIER_20
M150,407.21,253,11,172,6,10/2/2023,176,417,High,9512,SUPPLIER_52
M444,481g,276,15,112,55,2023-v,149,357,High,2804,SUPPLIER_8
M411,495.39,973,8,100,65,9/27/2023,22,482,Low,8891,SUPPLIER_76
M208,323.83,949,12,54,13,9/22/2023,48,423,Medium,9041,SUPPLIER_53
,160.37,744,14,126,24,9/27/2023,183,140,Medium,3610,
M062,463.81,155,5,150,79,10/21/2023,111,323,Low,7231,SUPPLIER_64
M043,416.96,582,3,176,24,10/2/2023,87,397,Medium,9954,SUPPLIER_73
M476,422.06,679,14,99,39,9/24/2023,172,309,Medium,1290,SUPPLIER_79
M335,138.41,58,11,16,98,10/25/2023,98,204,High,7628,SUPPLIER_83
,326s,254,5,14,34,,161,235,Medium,7987,
,359u,799,7,182,54,,184,432,Medium,6230,SUPPLIER_20
M017,76.42,352,10,150,23,10/8/2023,98,296,High,8374,SUPPLIER_12
M097,496.75,312,12,78,84,9/16/2023,97,94,Medium,3522,SUPPLIER_71
M476,170.32,76,9,198,57,10/7/2023,98,90,Low,9018,SUPPLIER_73
M458,379.13,409,15,94,14,10/3/2023,72,321,Medium,5284,SUPPLIER_27
M390,303.67,878,13,147,13,10/25/2023,171,230,High,4997,SUPPLIER_26
M070,236.22,728,5,23,66,9/18/2023,56,52,High,7016,SUPPLIER_62
,307.9,300,4,96,47,2023-b,136,227,Low,6600,SUPPLIER_70
M157,384.93,899,9,143,68,9/16/2023,59,330,Low,3633,SUPPLIER_20
M213,497.74,333,14,60,68,10/13/2023,24,283,Low,2356,SUPPLIER_40
M3j,101.23,350,12,44,13,2023-j,192,497,Medium,2877,SUPPLIER_64
M196,352.41,784,8,182,15,10/6/2023,141,63,Medium,2931,SUPPLIER_53
M219,498.96,573,4,119,43,9/18/2023,84,442,Medium,8150,SUPPLIER_6
,311m,954,3,51,96,,166,328,Medium,6153,SUPPLIER_58
M103,251.46,507,13,22,65,10/2/2023,145,264,Low,1430,SUPPLIER_53
,346i,250,6,175,32,2023-c,150,210,Medium,1590,
M396,183.53,798,12,128,46,10/30/2023,127,415,High,7347,SUPPLIER_73
M173,176.73,297,10,54,11,10/22/2023,129,443,High,9379,SUPPLIER_57
M056,385.9,887,9,34,48,10/26/2023,42,377,Medium,4409,SUPPLIER_52
,,303,15,105,46,,35,394,Low,7687,
M013,417.14,688,15,48,10,9/2/2023,115,257,Low,3763,SUPPLIER_12
,,208,5,117,66,2023-s,133,441,Low,4574,
M167,201j,29,11,82,85,10/13/2023,97,350,Medium,7069,
M058,,588,3,148,22,10/30/2023,75,253,Low,6721,SUPPLIER_67
M3r,278j,299,9,185,65,10/17/2023,84,135,High,1845,SUPPLIER_83
M226,181.57,773,6,45,26,9/25/2023,155,404,Medium,8427,SUPPLIER_37
M047,138.25,572,15,33,6,9/9/2023,127,80,Low,7046,SUPPLIER_3
M261,360.52,44,6,148,76,10/10/2023,80,392,Medium,7459,SUPPLIER_38
M159,,110,3,118,37,,82,207,Medium,6373,
M027,193.84,977,3,168,10,9/3/2023,184,226,High,6426,SUPPLIER_19
M375,446.09,545,8,172,65,9/3/2023,169,329,Medium,6434,SUPPLIER_48
M244,487.78,187,5,188,66,10/16/2023,56,143,High,2611,SUPPLIER_20
M152,114.04,589,13,186,29,10/21/2023,115,195,Low,2054,SUPPLIER_62
M002,126.96,103,5,172,84,9/11/2023,64,449,Medium,8493,SUPPLIER_83
M468,318.9,552,5,159,76,10/27/2023,60,396,Low,7790,SUPPLIER_8
M054,297.23,271,11,105,30,9/8/2023,64,372,High,1018,SUPPLIER_38
M006,296.67,508,12,44,30,10/2/2023,160,50,Low,3843,SUPPLIER_53
M227,478.23,684,5,129,19,9/28/2023,135,228,Medium,9457,SUPPLIER_78
M449,223.1,86,14,109,97,9/17/2023,86,103,High,9493,SUPPLIER_28
M164,386.25,672,5,78,8,10/9/2023,187,286,High,2856,SUPPLIER_20
,,832,8,41,67,,193,243,Medium,2716,
M252,496.79,201,10,40,78,9/15/2023,36,453,High,8372,SUPPLIER_55
M295,363.74,246,3,187,5,10/10/2023,82,144,High,4031,SUPPLIER_27
,288.11,216,15,84,27,10/1/2023,110,486,Medium,6434,SUPPLIER_47
M303,237.23,750,12,147,38,10/29/2023,62,443,Low,2803,SUPPLIER_50
M137,325.05,443,7,178,69,9/13/2023,60,426,Low,4541,SUPPLIER_41
M285,360.87,349,15,85,13,9/6/2023,77,436,Low,9676,SUPPLIER_83
M421,16v,537,4,149,95,,151,479,High,3701,
M295,415.79,973,10,159,31,9/14/2023,140,426,Low,2537,SUPPLIER_45
M239,66.2,484,14,140,16,10/29/2023,114,96,Medium,2641,SUPPLIER_37
M025,308.19,67,9,10,5,9/6/2023,168,288,High,8225,SUPPLIER_57
,,115,15,197,72,,101,481,Low,5690,
M269,450.14,501,3,12,32,9/28/2023,28,185,High,1997,SUPPLIER_77
M231,411.67,224,4,111,17,10/15/2023,190,134,High,9555,SUPPLIER_16
M347,156.9,98,9,138,37,10/16/2023,49,238,Low,3210,SUPPLIER_80
M210,289.92,221,14,49,73,9/7/2023,57,274,High,5716,SUPPLIER_76
M206,295.55,500,13,157,99,10/5/2023,186,388,High,7770,SUPPLIER_69
M051,57.1,815,13,171,56,9/3/2023,107,427,Low,4263,SUPPLIER_12
