Location,Date,Temperature,Humidity,Wind_Speed,CO2_Ambient_Level
Tunis,6/18/2024,33.3,49,3.5,351.3
Sousse,2/9/2024,34.8,25,4.7,472.18
Gabès,9/26/2024,3767.4,,12,371.28
Sousse,1/24/2024,12.1,37,5.2,382.35
Sfax,2/24/2024,25.9,79,4,449.44
Tunis,8/26/2024,33.5,57,18.8,463.6
Sfax,1/11/2025,vignt,,13.1,495760
Sfax,3/22/2024,38.3,37,15.1,460.44
Sousse,1/21/2024,44.1,61,11.7,430.32
Sfax,6/22/2024,32.6,40,2.2,367.67
Tunis,2/14/2024,39.9,21,8.7,359.37
Nabeul,7/29/2024,44.3,48,17.9,405.67
Tunis,12/25/2024,36.3,68,16.7,498.99
Tunis,6/3/2024,41.4,46,11.7,471.81
Gabès,7/4/2024,34.5,39,2,442.87
Sousse,1/15/2025,43.7,74,4.8,424.91
Sousse,6/5/2024,30.5,86,15.4,421.37
Gabès,2/7/2024,18.2,97,17.5,417.33
Tunis,5/26/2024,43.2,84,19.3,434.07
Gabès,12/31/2024,14,96,1.4,389.34
Tunis,3/18/2024,35.2,26,12.5,473.21
Gabès,3/15/2024,14.8,96,4.6,472.57
Sousse,8/18/2024,38.7,57,4,444040
Sousse,3/21/2024,32.9,62,17.6,406.15
Tunis,12/31/2024,37.4,,9.8,374230
Tunis,3/5/2024,30.7,70,3,375.37
Nabeul,4/19/2024,vignt,,9.1,402.75
Sfax,3/4/2024,39.3,42,17.7,486.33
Sousse,3/27/2024,13.9,73,8,410.98
Sfax,4/17/2024,44.6,72,1.5,436.01
Sfax,8/3/2024,vignt,70,18,424880
Tunis,6/8/2024,34.3,61,5.7,413.53
Gabès,10/14/2024,11,59,4.9,498.69
Tunis,11/22/2024,13,95,3.5,394.13
Sfax,1/19/2024,18.4,38,18.3,429050
Sfax,11/16/2024,19.2,98,12.8,375.29
Sfax,10/9/2024,41.1,94,1.7,366.29
Nabeul,8/3/2024,24,32,13.2,415.55
Nabeul,5/4/2024,26.3,44,13.5,433.77
Tunis,12/18/2024,18.9,47,14,441.01
Tunis,11/17/2024,21.2,,10,388.28
Sousse,12/19/2024,22.3,53,12.7,424.34
Sousse,6/4/2024,21.6,38,6.4,352.75
Sfax,10/8/2024,44.5,92,16.7,380.27
Sfax,4/28/2024,24.4,84,5.9,437.7
Tunis,9/12/2024,42,29,16.4,483.66
Nabeul,7/14/2024,44.6,59,9.9,393.37
Tunis,7/5/2024,43.8,,1.5,354.78
Sfax,4/4/2024,44.9,78,9.8,445.35
Gabès,6/14/2024,41.6,91,5.2,498.96
Tunis,5/22/2024,21.3,39,16.6,359.71
Sfax,10/6/2024,1117.4,77,18.3,382.52
Gabès,11/5/2024,41.8,40,11.4,484.11
Sousse,9/3/2024,25.9,93,14.7,373.87
Tunis,6/13/2024,43.9,98,13.1,421.44
Sfax,4/1/2024,22.1,87,5.5,382.49
Tunis,2/13/2024,22.8,25,8.1,387.59
Sfax,4/6/2024,27.5,43,10.5,408.09
Tunis,4/25/2024,13.6,77,13.4,380.65
Sousse,7/9/2024,429.2,33,9.1,372.8
Nabeul,6/12/2024,19.1,98,12.3,373.32
Nabeul,8/21/2024,11.7,69,3.6,480.15
Sousse,3/19/2024,38.6,96,6.6,476.57
Nabeul,12/2/2024,30.5,92,14.9,409.22
Sousse,10/9/2024,20.8,77,2.8,457.86
Gabès,11/22/2024,14.2,82,10,383.76
Tunis,7/1/2024,28.6,97,19.8,392.02
Gabès,6/9/2024,24.5,47,18.2,482.34
Sfax,10/9/2024,25.5,31,9.7,384.2
Nabeul,11/1/2024,30.5,86,13,471.98
Gabès,7/9/2024,35.8,84,13.8,494.01
Nabeul,9/17/2024,26.5,85,18.3,480.29
Sousse,2/21/2024,33.1,62,11.8,415
Sousse,9/30/2024,36.1,65,16.7,390.6
Gabès,3/27/2024,28.2,21,13.7,442.09
Gabès,9/26/2024,23.9,79,0.6,363.46
Sousse,5/4/2024,20.5,99,7.3,474.5
Tunis,2/5/2024,38.6,23,18.9,472210
Tunis,10/2/2024,33.3,21,3.5,433.49
Tunis,5/19/2024,21.5,97,15.1,415.92
Gabès,8/29/2024,40.4,76,2.9,353.78
Gabès,5/12/2024,830.4,91,3.1,422120
Gabès,11/2/2024,28.6,60,17.1,437270
Nabeul,1/8/2025,11.7,37,15,371.21
Nabeul,6/6/2024,1032.5,82,16.2,416040
Nabeul,9/2/2024,19.9,54,8,394.22
Sousse,10/23/2024,17.9,46,6.1,476.62
Sousse,10/26/2024,21.7,21,9.2,372.85
Sfax,11/25/2024,17.5,74,14.7,352.97
Tunis,9/20/2024,42.9,39,13.9,363.41
Nabeul,3/4/2024,40.3,69,8,497.38
Sousse,5/30/2024,39.1,99,1.2,453.36
Nabeul,7/7/2024,41.1,39,9.6,350.52
Tunis,11/10/2024,22.6,94,0.7,382.34
Tunis,5/13/2024,30.4,61,19,385.43
Sfax,6/25/2024,879.2,,17.7,425920
Sfax,2/8/2024,26.6,85,20,447.4
Tunis,7/12/2024,1053.5,22,9.8,377630
Nabeul,11/15/2024,44.5,75,9.2,495.25
Nabeul,1/29/2024,11,30,1.8,426.87
Sousse,9/25/2024,12.7,71,9.3,445.32
Tunis,8/2/2024,34.5,35,7.9,496.78
Nabeul,6/17/2024,39.3,25,17.1,464.55
Tunis,1/3/2025,41.7,46,7.4,393.89
Gabès,1/29/2024,29.3,83,9.8,428.84
Sousse,5/30/2024,10.6,90,12.4,429.81
Sfax,6/12/2024,39.2,,15.4,422.38
Sfax,3/26/2024,13,92,3.5,496.28
Sousse,4/15/2024,3280.2,26,16.1,353700
Nabeul,11/27/2024,29.4,43,14.3,415.36
Nabeul,8/25/2024,2662.2,,1.8,457.37
Tunis,2/6/2024,13.8,56,8.3,470.25
Sousse,4/18/2024,25.5,38,16,376.83
Sfax,12/12/2024,11.6,46,17.3,400.23
Nabeul,3/23/2024,1186.5,,1.8,425.42
Gabès,10/3/2024,vignt,81,9.6,428.6
Nabeul,1/31/2024,26,100,7.3,392.42
Sousse,12/5/2024,29.4,94,9,373.59
Sfax,6/21/2024,31.5,23,1.7,492.02
Gabès,3/24/2024,17.4,63,6.1,350.09
Tunis,12/12/2024,39.3,60,4.3,439.57
Tunis,3/9/2024,29.1,32,2.1,425.39
Sfax,9/29/2024,43.1,95,1.1,392.78
Gabès,5/15/2024,30.1,83,12.7,379.46
Nabeul,10/20/2024,44.5,67,13.8,463.34
Gabès,12/28/2024,28.1,49,19.8,498.27
Sfax,10/31/2024,10.5,31,6.3,395.3
Tunis,2/28/2024,20.2,32,8.2,499.62
Sousse,1/3/2025,23.7,54,11.2,499.53
Nabeul,10/6/2024,34.9,72,13.5,448.8
Nabeul,2/1/2024,37.3,21,9.7,368.64
Tunis,10/2/2024,16.6,99,1.1,444.02
Gabès,5/11/2024,18.1,30,3.1,408.79
Sfax,2/17/2024,39.1,87,2,435.71
Tunis,1/27/2024,33.1,96,5.2,362.61
Sousse,12/13/2024,25.6,90,15.9,398.46
Nabeul,9/1/2024,1699.9,,9.4,357.66
Sfax,7/4/2024,27.5,70,7.8,445.4
Sfax,3/8/2024,18.8,56,12.2,461.5
Sfax,2/17/2024,29.8,97,9.2,357.9
Gabès,8/2/2024,42,89,5.5,436.97
Sfax,1/31/2024,29.5,93,17.7,408.43
Sfax,9/7/2024,29.3,83,8.8,440.81
Sfax,11/8/2024,14.4,24,8,410.31
Sousse,6/18/2024,26.6,78,4.9,411.53
Gabès,10/19/2024,44.6,83,15.6,449.22
Gabès,3/21/2024,13.5,,14.8,484.76
Tunis,6/17/2024,vignt,,5.6,428.54
Gabès,12/23/2024,31,100,7,493.57
Nabeul,8/9/2024,43.4,39,1.1,430.05
Sousse,8/15/2024,2056.2,35,4.2,357.72
Sfax,12/25/2024,vignt,,18.1,441.06
Sfax,8/12/2024,32.9,,12.7,469.12
Nabeul,8/10/2024,21.6,100,5.4,419.6
Nabeul,6/23/2024,12.1,,12.6,374480
Sfax,5/25/2024,30.2,73,12,354.37
Gabès,10/23/2024,31.7,86,2.3,370.77
Nabeul,6/22/2024,20.3,78,19.7,478.86
Gabès,7/7/2024,22.9,99,16.4,413.8
Nabeul,2/11/2024,43.8,,13.2,440.6
Tunis,2/1/2024,2652.2,,0.8,445.2
Sousse,11/4/2024,40.1,35,11.6,356.33
Gabès,12/5/2024,33.2,,3.7,490.47
Tunis,2/27/2024,24.8,99,2.1,491.66
Gabès,2/8/2024,34.4,83,18.2,434.9
Tunis,12/29/2024,24.7,48,18.1,418.44
Sousse,11/15/2024,21,64,6.2,359.65
Sousse,9/30/2024,vignt,,5,415950
Gabès,6/16/2024,21.8,62,16.9,420.21
Gabès,12/16/2024,43.5,57,2.6,361.7
Nabeul,5/18/2024,14.1,40,12.7,449.11
Sfax,6/26/2024,29.9,60,12.6,472.45
Sfax,11/11/2024,24.5,94,12.9,385.44
Nabeul,8/30/2024,17.4,20,19,393.12
Sfax,6/19/2024,1574.5,56,17,472.47
Sfax,9/1/2024,vignt,,12.3,414480
Nabeul,10/14/2024,22.3,64,6.1,372.67
Gabès,11/7/2024,37.3,36,11.9,494.19
Sousse,5/28/2024,12.6,56,14.7,384.05
Sfax,4/16/2024,10.4,66,2.3,476.57
Gabès,8/4/2024,32.1,99,10.1,364.15
Gabès,2/4/2024,37.3,87,16.7,436.97
Gabès,1/25/2024,23.5,55,17.8,350.16
Sfax,11/28/2024,29.6,29,14.2,472.9
Gabès,6/1/2024,3284.4,87,19.1,418.73
Nabeul,2/21/2024,43.7,58,2.4,371.51
Sousse,12/31/2024,43.2,34,11,363.51
Gabès,4/12/2024,13,80,1.8,358.24
Nabeul,3/20/2024,16.6,56,6.8,459.4
Sousse,5/14/2024,13.7,36,11.1,420.9
Sfax,11/22/2024,28.4,24,8.7,465.67
Tunis,1/2/2025,33.1,,15.9,373.99
Gabès,9/19/2024,14.3,95,16.1,376.16
Sousse,6/15/2024,33.1,92,15.4,425.8
Tunis,2/1/2024,22.2,23,11.3,367.96
Sousse,3/10/2024,38.2,,6.6,439.7
Sfax,3/29/2024,43.6,57,14.3,399.56
Gabès,7/27/2024,vignt,,2.3,410850
Tunis,2/12/2024,31.4,40,10.9,457.73
Nabeul,10/11/2024,26.8,41,3.5,466.28
Tunis,7/16/2024,30.2,,2.5,419.65
Gabès,1/20/2024,13.4,84,16,425.86
Sfax,9/13/2024,1331.2,94,7.2,413.6
Gabès,7/7/2024,13.6,29,12.6,473.61
Sfax,6/29/2024,1000.1,90,16,403.25
Tunis,3/12/2024,31.4,48,12.7,464.84
Sfax,8/11/2024,43.7,42,9.3,445.66
Tunis,9/21/2024,34.3,81,15.2,390.92
Sousse,12/24/2024,25.1,90,18.7,485.89
Tunis,5/7/2024,36.8,35,8.5,449.16
Gabès,12/13/2024,22.9,73,10.3,356.69
Sousse,2/11/2024,24,57,9.3,428.46
Nabeul,4/22/2024,1904.4,47,19.4,467.84
Gabès,1/9/2025,944.7,53,1.8,443.9
Sfax,11/10/2024,26.1,99,9.9,401.56
Nabeul,12/3/2024,41.6,46,16.6,495.11
Sousse,4/23/2024,vignt,98,15.2,410.74
Sousse,4/21/2024,vignt,,12.4,359580
Tunis,8/12/2024,20.5,62,18.7,399.69
Tunis,12/15/2024,20.5,41,14.6,483.32
Sousse,7/16/2024,19,,11,432290
Tunis,5/5/2024,29.1,23,17.7,420.66
Tunis,8/2/2024,vignt,97,3.5,456650
Sousse,12/22/2024,21.7,44,4.6,402
Sfax,1/2/2025,13.8,85,18.4,473.98
Gabès,6/12/2024,32.4,56,10.8,422.71
Sfax,11/12/2024,29.6,57,16.6,450.23
Tunis,1/22/2024,30.7,49,0.7,476.88
Tunis,10/16/2024,42,24,8,462.82
Sfax,11/3/2024,43.9,82,9.3,382.41
Tunis,3/26/2024,10.8,39,17.7,409.63
Sousse,8/28/2024,44.7,41,19.3,497.91
Sousse,8/26/2024,13,29,11.7,366.87
Sfax,12/18/2024,44.7,85,0.8,354.3
Sfax,7/27/2024,27,44,8.5,424.47
Tunis,4/27/2024,11.7,61,19.4,388.77
Sfax,7/14/2024,25.9,84,17.9,395.59
Tunis,9/9/2024,39.9,27,2,497
Nabeul,8/15/2024,26.6,92,11.1,498.88
Sfax,4/5/2024,13.6,48,3,451.65
Sfax,11/21/2024,35.8,22,3,463.14
Sfax,4/26/2024,18.9,34,17.1,365.88
Sousse,3/25/2024,17.7,51,12,498.43
Tunis,9/26/2024,18.4,53,8.9,442.64
Tunis,10/7/2024,24.2,39,4.3,490.59
Tunis,9/5/2024,28.8,25,0.9,391.28
Tunis,3/3/2024,20.6,72,1.9,467.35
Gabès,6/19/2024,vignt,55,17.2,407.61
Sfax,7/23/2024,29.6,30,8.2,410.96
Nabeul,8/8/2024,20.8,33,2.9,377.69
Sousse,4/20/2024,26.7,71,17,478.42
Tunis,11/18/2024,18.6,35,16.4,382.83
Gabès,10/27/2024,24.9,47,10.1,375260
Sousse,7/24/2024,41.1,97,5.4,437.62
Gabès,6/4/2024,28.2,31,13.1,400.02
Tunis,1/19/2024,15,26,9.7,382.86
Sfax,11/17/2024,vignt,27,15,366.8
Sousse,7/15/2024,21.4,55,17.9,442.22
Sousse,9/15/2024,37.2,31,5.5,365
Sfax,11/28/2024,14.5,25,9.6,488.2
Sousse,10/25/2024,33.2,76,18.4,443.54
Gabès,12/17/2024,3828.5,23,13.7,444.92
Nabeul,10/11/2024,44.4,40,10.5,359.16
Nabeul,6/2/2024,17.6,80,3.8,370.24
Nabeul,2/23/2024,15.4,78,18.5,438.66
Gabès,3/3/2024,44.8,44,5.5,441.67
Tunis,1/16/2025,42.8,61,7.1,460.18
Gabès,6/16/2024,37.8,,15.8,463.15
Sousse,6/15/2024,17.1,49,4.1,459.9
Nabeul,1/2/2025,vignt,90,18.4,352.75
Gabès,4/7/2024,12.3,98,8.9,494.23
Sfax,12/24/2024,18.5,100,10,382.29
Gabès,12/3/2024,39.7,91,7.2,435.8
Sfax,1/26/2024,19.8,83,12.1,356.62
Nabeul,8/28/2024,44,41,1.7,467.68
Sousse,12/6/2024,42,79,16.5,435210
Tunis,2/11/2024,14.8,54,4.9,401.73
Sfax,10/4/2024,12.4,65,16.2,487.39
Nabeul,2/10/2024,32.5,92,7.6,408.72
Sfax,9/21/2024,38,,18.9,493.13
Sfax,5/22/2024,14.4,37,11.2,430.76
Nabeul,1/10/2025,795,34,9,369520
Gabès,4/21/2024,28.6,67,18.5,400.07
Sousse,9/15/2024,43.2,52,9.8,437.02
Sfax,7/21/2024,25.2,58,9.5,435.89
Nabeul,12/3/2024,22.9,57,18.6,366.43
Nabeul,4/4/2024,vignt,,12.9,371.26
Gabès,9/2/2024,42.7,52,9.6,394.85
Gabès,4/20/2024,33.6,59,6.4,473.62
Tunis,3/1/2024,35.7,35,17,477.54
Tunis,4/4/2024,37.1,68,13.2,433.39
Nabeul,4/18/2024,vignt,,13.4,411.56
Sfax,5/30/2024,vignt,51,18.1,407.32
Sfax,5/10/2024,32.4,67,6.7,433.29
Sfax,3/22/2024,30.9,97,4.5,429.63
Tunis,1/4/2025,29.4,26,9.6,465.99
Tunis,2/25/2024,11.1,76,18.8,362.6
Sousse,4/13/2024,41.9,64,10.5,420.88
Sfax,7/26/2024,42.7,74,8.7,483.36
Tunis,3/6/2024,17.5,52,5.8,377.59
Sfax,2/25/2024,25.1,37,10.4,383.09
Nabeul,12/16/2024,40.7,67,13.1,419.11
Tunis,5/11/2024,18.9,29,15.1,387.62
Tunis,10/19/2024,15.2,24,7.5,400.8
Sousse,1/8/2025,29.6,28,0.5,402.7
Gabès,2/26/2024,27,,18.2,377240
Sousse,2/2/2024,32,95,2.6,428.7
Tunis,10/13/2024,19.5,29,11.3,358.37
Sousse,5/6/2024,22.5,72,4.4,375.97
Gabès,12/12/2024,38.6,60,12.7,450.4
Gabès,6/1/2024,35.9,33,17.1,413.25
Sfax,12/24/2024,26,48,9.2,441.21
Tunis,7/30/2024,vignt,57,19.2,480560
Gabès,9/26/2024,15.9,47,6.4,405.16
Sousse,12/19/2024,19.2,65,10.2,426.98
Sfax,9/8/2024,27.2,66,10.1,398.88
Sousse,9/22/2024,11.1,96,3.2,409.48
Sfax,4/23/2024,40.2,44,15.8,448.02
Tunis,4/21/2024,43.8,42,11.2,387.17
Gabès,9/30/2024,14.3,92,8.4,365.16
Nabeul,1/24/2024,44.3,55,6.1,499.84
Sfax,4/22/2024,43.2,89,10.7,497.42
Sfax,3/10/2024,16.8,30,12.1,469.08
Sfax,11/27/2024,26.1,43,9.7,400.6
Gabès,7/17/2024,17.2,86,0.6,407.32
Nabeul,3/11/2024,31.8,31,9.9,356.7
Sfax,7/18/2024,32.7,83,18.6,427.63
Tunis,5/20/2024,43.6,49,11.4,447.74
Tunis,9/2/2024,37,,20,429.27
Sousse,11/19/2024,37,70,9.8,445.81
Tunis,3/16/2024,30.2,53,5.4,371.2
Gabès,8/13/2024,vignt,28,4.9,453.66
Nabeul,4/30/2024,13.5,76,2.2,404.23
Nabeul,10/11/2024,36.6,22,11,372.41
Sousse,2/24/2024,38.4,55,5.3,375.66
Gabès,2/9/2024,35.2,39,19,482.95
Tunis,4/4/2024,19.5,95,1.2,454.72
Nabeul,6/13/2024,16.4,94,5.2,465.79
Sousse,6/5/2024,20.3,89,11.9,421.5
Sousse,3/8/2024,25.9,75,17.7,411.93
Tunis,5/21/2024,21,52,9.6,467.62
Tunis,8/9/2024,41.7,79,12.7,454.1
Sousse,7/21/2024,23.9,88,8.3,477.83
Sfax,7/7/2024,20.2,37,1.4,427.53
Sfax,7/1/2024,30.4,69,10.9,436.36
Tunis,2/7/2024,18.9,50,1.4,403.01
Tunis,5/13/2024,12.1,73,7.8,411.53
Gabès,2/12/2024,vignt,,7.6,452.15
Sfax,11/9/2024,18.1,91,16.4,371.58
Sousse,8/21/2024,vignt,54,9,380.94
Sousse,11/4/2024,20.8,73,6,356.93
Gabès,7/8/2024,37.2,64,19.1,425.92
Nabeul,2/11/2024,24.7,36,5.4,373.74
Gabès,7/28/2024,25.5,35,15.7,367.17
Sfax,12/12/2024,30.8,86,16.7,408.37
Sfax,4/3/2024,226.8,41,12.1,452.23
Gabès,7/30/2024,12,97,12.6,399.43
Gabès,8/19/2024,38.2,85,6.5,370.74
Nabeul,3/18/2024,22,96,5.9,372.42
Sfax,12/9/2024,vignt,25,2.9,360570
Sousse,6/18/2024,25.6,87,13.2,484.97
Sfax,1/2/2025,37.7,21,12.4,473.56
Nabeul,5/21/2024,43.5,53,4.6,398.66
Sfax,1/22/2024,10.9,62,10,494.46
Gabès,4/5/2024,38.5,39,8.2,364.32
Sfax,6/3/2024,27.1,78,18.8,360.11
Nabeul,2/26/2024,30,72,18.2,493.18
Tunis,5/1/2024,19.4,21,3.9,479.66
Gabès,8/10/2024,31.6,53,17.3,372
Sfax,12/14/2024,30.8,97,5.4,432.29
Sfax,2/24/2024,39.4,21,5.3,372.91
Sousse,12/18/2024,30.6,54,10.7,411.59
Gabès,5/29/2024,20.1,64,9.8,360.57
Sfax,10/9/2024,26,99,5.6,374.03
Sfax,4/15/2024,17.8,95,5.8,444.06
Gabès,2/11/2024,35.7,49,10.3,394.11
Nabeul,3/21/2024,vignt,59,6,435.23
Sfax,11/13/2024,36.2,63,7,454860
Gabès,12/31/2024,29.8,88,7.7,377.18
Gabès,3/12/2024,33.1,22,9.7,355.59
Gabès,7/13/2024,19.5,,15.8,360020
Sfax,11/20/2024,31.8,84,19.2,381.4
Sousse,4/2/2024,12.8,36,4.4,358.23
Sfax,7/9/2024,17.9,75,11.6,476.62
Tunis,3/21/2024,42.3,45,17.3,491.99
Tunis,2/16/2024,37.5,95,6.6,488.89
Tunis,10/20/2024,1056,74,2.7,436020
Nabeul,2/17/2024,44.1,34,18.6,497.8
Sousse,8/26/2024,26.6,69,5.1,351.62
Sousse,2/2/2024,41.5,86,4.7,420.08
Sousse,2/7/2024,vignt,91,13.1,352.15
Tunis,8/30/2024,22.6,37,2.2,380.81
Tunis,4/7/2024,15.9,94,2.8,433.89
Gabès,12/4/2024,13.2,73,14.2,354.6
Tunis,5/16/2024,43.7,48,19.1,484.89
Nabeul,6/4/2024,29.6,47,9.3,457.68
Nabeul,3/1/2024,38.3,24,19.7,393.24
Gabès,6/30/2024,32.2,58,11.9,466.94
Tunis,9/7/2024,16.7,34,17.3,389.49
Sousse,6/17/2024,3872,69,12.4,473130
Sousse,4/21/2024,39,53,0.5,365.02
Tunis,4/20/2024,11.8,76,19.9,375.81
Nabeul,12/16/2024,19.2,24,16.6,417.42
Nabeul,1/20/2024,26,71,2.4,462.56
Sfax,3/27/2024,10.8,74,4.8,352.39
Gabès,5/5/2024,vignt,100,16.9,374.22
Gabès,6/22/2024,38.5,94,3.5,396.55
Nabeul,8/22/2024,29.2,21,7.6,395.78
Sfax,7/31/2024,24,31,16.5,499.11
Nabeul,3/13/2024,30,36,11,383.3
Sfax,2/18/2024,43.7,86,11.3,402.34
Sousse,6/5/2024,23.7,97,2.3,361.45
Nabeul,7/19/2024,38.6,100,9.1,411.56
Gabès,9/19/2024,3667.2,27,12.4,392.81
Tunis,9/21/2024,35.4,58,13.4,414.46
Tunis,4/22/2024,11.1,39,13.6,481.14
Sfax,7/6/2024,12.7,65,10,490.68
Gabès,3/15/2024,24.6,84,16.1,493.89
Sousse,1/25/2024,27,39,5.2,407.89
Sfax,7/13/2024,19.5,79,5.9,394.44
Gabès,2/2/2024,31.5,84,14.8,374.33
Nabeul,5/13/2024,35.8,77,9.2,353.9
Nabeul,11/2/2024,32.6,90,14.8,407.13
Nabeul,2/17/2024,vignt,,15.6,358.24
Gabès,8/10/2024,44.2,43,8.9,391.09
Gabès,10/23/2024,35,36,2.9,395.31
Gabès,12/10/2024,31.6,75,7.8,411.24
Sousse,5/20/2024,18.7,87,15.7,369.51
Tunis,6/2/2024,19.9,91,15.5,374.6
Sousse,5/20/2024,38.1,25,11.9,369.2
Sousse,9/28/2024,35.9,48,1.9,460.19
Sousse,9/29/2024,29.5,,3.9,350.72
Gabès,2/7/2024,38.3,82,4.6,436.03
Gabès,5/23/2024,38.1,46,0.9,490.95
Sousse,5/1/2024,13.3,49,7.9,431.89
Sfax,8/21/2024,36.4,61,0.9,431.28
Sousse,8/16/2024,37.9,62,8.1,423.72
Nabeul,12/28/2024,30.3,66,7.3,466.75
Sousse,11/27/2024,28.2,34,3.5,493.6
Sfax,4/14/2024,23.8,,12.2,375.78
Sousse,5/11/2024,41.2,62,6.3,477.9
Sfax,7/22/2024,44.4,90,1.7,350.2
Gabès,8/22/2024,38.9,36,9.2,409.81
Nabeul,4/19/2024,vignt,25,16.1,415.87
Sfax,5/31/2024,43.9,23,16,361.41
Gabès,1/2/2025,28.5,26,14,479.27
Sousse,9/22/2024,18.8,45,10.9,449.21
Gabès,1/5/2025,40.8,38,16.4,433.92
Sfax,7/6/2024,36,41,8,351.69
Gabès,7/20/2024,31.1,51,6.3,386.1
Sousse,4/23/2024,27,77,17,419.1
Gabès,6/29/2024,21.7,75,17.8,499.68
Gabès,2/2/2024,29.4,26,16.3,424.59
Sfax,12/1/2024,809.6,43,11,448290
Gabès,5/1/2024,16.8,67,10.1,496.55
Sfax,3/19/2024,13,51,2.7,369.78
Sfax,12/20/2024,25.8,98,19.2,493.8
Nabeul,6/15/2024,39.2,97,15.8,379.84
Gabès,4/2/2024,17.4,87,7.5,383.34
Tunis,6/10/2024,19.1,31,1.3,475.06
Gabès,10/22/2024,35.9,98,1.6,397.56
Sousse,1/18/2024,vignt,29,15,493360
Tunis,4/19/2024,23,69,17.2,443.08
Gabès,9/17/2024,39.9,68,12.3,480.46
Gabès,4/7/2024,27.7,35,14.9,438.1
Tunis,5/16/2024,445.4,99,5.9,437.33
Sfax,5/30/2024,37.5,50,15.5,465.45
Sfax,10/3/2024,25.6,20,12.7,365.78
Sousse,12/23/2024,vignt,81,19.8,392650
Gabès,11/23/2024,39.5,47,7.6,437.94
Gabès,1/28/2024,43.6,68,14.3,430.32
Tunis,2/2/2024,41.8,49,2.9,372.73
Sousse,2/11/2024,22.3,91,13.9,383.35
Sfax,11/14/2024,vignt,68,7.7,410060
Gabès,8/28/2024,18.7,94,1,467.57
Tunis,10/31/2024,14.8,38,11.3,425.12
Sfax,11/22/2024,10.1,35,16.5,351.42
Gabès,12/19/2024,42.9,54,7.3,475.18
Nabeul,7/13/2024,44.2,95,4.1,410.46
Nabeul,9/24/2024,28.8,52,4.7,469.53
Nabeul,3/12/2024,vignt,92,15.2,417280
Tunis,9/15/2024,18.8,91,16.9,418.13
Nabeul,4/23/2024,26.9,55,5,430.11
Sfax,6/14/2024,35.7,57,14.8,460.3
Sfax,1/9/2025,vignt,22,19.9,482.48
Tunis,8/16/2024,35.5,81,16.9,415.33
Tunis,5/8/2024,17.3,61,19.1,384.95
Sousse,7/30/2024,17.3,74,17.8,379.51
Gabès,9/8/2024,18.9,,10.8,361.14
Nabeul,12/12/2024,15.2,56,8.6,466.98
Gabès,8/2/2024,18.6,87,5,355.06
Sousse,12/5/2024,38.9,39,12.5,420.31
Gabès,12/21/2024,32.4,23,9.9,434.49
Tunis,12/19/2024,36.5,87,8.5,491.77
Tunis,8/3/2024,614,,8.1,490170
Sousse,8/9/2024,29.1,80,2.6,367.52
Tunis,6/2/2024,vignt,,20,406990
Sfax,6/14/2024,31.7,,1.7,443940
Gabès,10/3/2024,28.3,98,18.6,454.34
Sfax,10/24/2024,41.4,67,8.5,378.36
Tunis,6/22/2024,34,75,12.6,437.46
Gabès,3/25/2024,32.3,45,12.2,393.85
Sfax,4/17/2024,43,20,17.9,382.4
Tunis,8/30/2024,37,66,16.2,463.27
Gabès,6/4/2024,16.3,98,9.3,449.21
Sfax,3/10/2024,704,41,11.9,416.49
Tunis,8/18/2024,vignt,53,2.8,449.73
Gabès,10/11/2024,36,74,4.2,444.49
Nabeul,11/15/2024,vignt,62,12.7,358.46
Nabeul,2/18/2024,14.5,43,3.2,493410
Sousse,8/6/2024,13.2,85,15,377.83
Nabeul,9/21/2024,30.5,39,19.3,378.06
Gabès,7/15/2024,vignt,89,17.4,467.45
Sfax,3/17/2024,41.9,62,4.3,463.98
Gabès,8/13/2024,vignt,62,14.1,425.2
Gabès,5/23/2024,26.1,89,0.5,419.4
Sousse,1/24/2024,44.3,50,8.9,484.54
Sfax,2/27/2024,11,65,6.6,351.58
Tunis,3/1/2024,34.6,,3.8,466.36
Tunis,5/25/2024,42.7,64,19.9,419.38
Nabeul,7/16/2024,43.8,32,16.6,377.49
Nabeul,9/3/2024,28.8,58,9.9,359.36
Tunis,9/20/2024,35,58,19,362.54
Tunis,11/30/2024,43.4,52,9.3,492.67
Sousse,9/24/2024,vignt,77,3.2,358.06
Tunis,5/14/2024,31,88,9.9,426.27
Gabès,11/28/2024,42.3,62,19.9,395.09
Nabeul,9/29/2024,30.9,54,16.5,373.94
Sousse,1/5/2025,vignt,31,6,405280
Sousse,6/30/2024,41.3,42,6.7,478.9
Tunis,11/25/2024,26.2,86,5.2,454.5
Sfax,1/9/2025,44.9,50,13.1,398.18
Nabeul,3/27/2024,485.1,37,8.9,382.79
Gabès,10/5/2024,vignt,,8.3,363880
Sfax,11/25/2024,41.6,56,7.1,389.24
Sfax,2/19/2024,29.2,73,3,388290
Nabeul,8/4/2024,14.1,88,1.8,386.73
Tunis,7/29/2024,25.1,59,5.1,411.99
Sousse,2/27/2024,40.8,82,11.3,361.85
Tunis,9/2/2024,37.9,88,19.1,407.71
Sousse,1/18/2024,28.4,48,16.6,447.63
Tunis,11/30/2024,17.4,37,14.2,353.7
Tunis,12/23/2024,41.5,92,18.5,493.57
Sousse,12/30/2024,25,97,6.2,384.47
Gabès,4/10/2024,36.9,70,1.5,416.22
